,poi_id,poi_name,visit_count,hcode,hname1,hname2,hname3,cate_id,fullpath,catename,catetype,apicatename,adultflag,landmarkyn,name1,name2,name3,name4,name5,time_list,scores,reviews,categories,coord
4111,17884784,스타벅스,14,1126058000,서울특별시,중랑구,상봉1동,174.0,음식점>카페>커피전문점>스타벅스,스타벅스,G,카페,N,N,음식점,카페,커피전문점,스타벅스,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""07:00 ~ 22:00"",""dayOfWeek"":""월,수,목,금"",""timeEtc"":null},{""timeName"":""영업시간"",""timeSE"":""08:00 ~ 22:00"",""dayOfWeek"":""화,토,일"",""timeEtc"":null}]}]","[5, 3, 4, 3, 3, 5, 3, 4, 2, 3]",",상봉역에서 나오면 바로 멀지않은 곳에 있어서 가기는 좋은데, 늘 만석 북적북적해요.약속장소로 잡았다가는 이리저리 헤매기 일쑤입니다. 뭔놈의 사람이 그리 많은지.. 스타벅스커피 싸지도 않은데 요즘은 완전히 문화로 자리잡은듯해서 안타깝기도 하고... 메뉴는 똑같을테니 딱히 할얘기가 없고요 암튼 사람많아요.,,이용객이 너무 많아서 자리잡기가 너무 어려웠어요,오늘 문을 등지고 앉았는데 에어컨 바람이 너무 강하고 차가웠어요. 손발이 시렵다라구요. 온도 조절이나 바람세기 좀 적절하게 해주세요.,업무때문에 오전에 자주갔는데주차하기도 좋고 직원들도 친절해요.,스타벅스 매장 중 하급.직원들 불친절함.,커피는 맛이 좋은데, 너무 좁고 혼잡,이렇게 시끄러운 스타벅스는 내 평생 처음이랄까..노이즈캔슬링도 소용 없는 곳...^^,","['음식점', '카페', '커피전문점', '스타벅스']","['37.59754110563667', '127.0921036364519']"
4112,1476666957,스타벅스,19,1168063000,서울특별시,강남구,대치4동,174.0,음식점>카페>커피전문점>스타벅스,스타벅스,G,카페,N,N,음식점,카페,커피전문점,스타벅스,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""07:00 ~ 22:00"",""dayOfWeek"":""매일"",""timeEtc"":null}]}]","[5, 4, 5, 4, 5, 5, 5, 5, 5, 5]",",우리는 이곳을 도서관이라고 부르기로 했어요,직원분 너무 친절하세요 감사합니다!,다좋은데 카공족이 자리를 다 가지고 있고 한명인데 테이블 2개 쓰고 있어서 하나 써도 되냐니까 개무시하고 비웃네요.. 카페에서 공부하는거는 괜찮은데 매장 전체에서 2팀빼고 공부하고 있는거는 좀 심하네요. 요거빼고는 다좋아요!,친절하게  대해주셔서 기분좋십니다,직원분들 감사합니다,Don't get me wrong, Kevin Johnson is a nice fella, but the coffee tasted much better when Howard Schultz was around.,맛있어요,근무하시는 분들이 웃으며 대해주세요  친절한 곳이에요.,케바케지만 대체로 이렇게 친절해도 될까싶을만큼 친절함","['음식점', '카페', '커피전문점', '스타벅스']","['37.5057618717677', '127.058051099172']"
4113,1146328973,스타벅스,184,1154551000,서울특별시,금천구,가산동,174.0,음식점>카페>커피전문점>스타벅스,스타벅스,G,카페,N,N,음식점,카페,커피전문점,스타벅스,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""07:00 ~ 22:00"",""dayOfWeek"":""월,수,목,금"",""timeEtc"":null},{""timeName"":""영업시간"",""timeSE"":""10:00 ~ 18:00"",""dayOfWeek"":""화,일"",""timeEtc"":null},{""timeName"":""영업시간"",""timeSE"":""09:00 ~ 18:00"",""dayOfWeek"":""토"",""timeEtc"":null}]}]","[4, 4, 5, 5, 5, 3, 5, 1, 5, 3]","샌드위치, 티,일하시는분들도 친절하고 깔끔하고 다 좋은데 위치때문인지 사람이.너무 많아 복잡함...,갈때마다  친절하고  서비스도 빠릅니다 자주가요♡,,파트너분들 너무 친절하십다~~~~,직원분들 친절하시나 건물 화장실 사용으로 불편하고 스타벅스 어느 지점을 가든 취식할때 빼고는 마스크 끼라고 말씀하시던데 그런게 없어서 아쉬움…노마스크 인간들이랑 같은 공간에서 커피 마셔야 함,작지만 아늑하다.,스타벅스 직원이 불친절해서 너무 놀랐네요점장님은 일반 바리스타에게 서비스 교육을 좀 제대로 시켰으면 좋겠습니다,좋아요,생각보다 비좁습니다.화장실이 밖에 있어서 겨울에 사용하기 불편합니다.","['음식점', '카페', '커피전문점', '스타벅스']","['37.4769946609385', '126.883576037768']"
4115,26316695,스타벅스,196,1156065000,서울특별시,영등포구,신길3동,174.0,음식점>카페>커피전문점>스타벅스,스타벅스,G,카페,N,N,음식점,카페,커피전문점,스타벅스,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""07:00 ~ 22:00"",""dayOfWeek"":""월,수,목,금"",""timeEtc"":null},{""timeName"":""영업시간"",""timeSE"":""07:30 ~ 21:00"",""dayOfWeek"":""화,일"",""timeEtc"":null},{""timeName"":""영업시간"",""timeSE"":""07:30 ~ 22:00"",""dayOfWeek"":""토"",""timeEtc"":null}]}]","[5, 5, 4, 5, 4, 3, 4, 4, 5, 4]",",스벅에서 처음으로 쾌적함을 느낀 지점.다른 지점은 테이블 개수 부족,비좁아 터진 공간,도때기 시장같은 정신없음,엄청난 유동인구로 혼을 쏙 빼는데 여기는 공간도 넓고 쾌적하고 유동인구 상대적으로 적고 직원들 친절함,,1,2층 모두 엄청 넓어요방문객들도 꽤 많고요~화장실도 2층에 있는데 깨끗,방문해본 스타벅스매장의 파트너분들 중 가장 친절/친근 하세요! 매장이 넓고 깨긋하기도 하구요. 집에서 좀 더 가까워서 자주 올 수 있으면 좋겠네요 :),부산사람 서울스벅 가봤^^;;,집 근처라서 자주 방문함친절하심!,항상 자주가는 장소입니다~ 주차하기도 편하고~ 집에도 가까운 편이라 자주가게 되네요~,2층으로 되어있고 쾌적하고 좋아요,여기 음악 다른 스타벅스랑 다른 거 틀어주는데 너무 좋고 행복해서 두 달 동안 다녔어요 행복했다","['음식점', '카페', '커피전문점', '스타벅스']","['37.50458141638527', '126.91007921929604']"
4117,1935154986,스타벅스,133,1156054000,서울특별시,영등포구,여의동,174.0,음식점>카페>커피전문점>스타벅스,스타벅스,G,카페,N,N,음식점,카페,커피전문점,스타벅스,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""07:00 ~ 21:00"",""dayOfWeek"":""월,수,목,금"",""timeEtc"":null},{""timeName"":""영업시간"",""timeSE"":""09:00 ~ 19:00"",""dayOfWeek"":""화,토,일"",""timeEtc"":null}]}]","[5, 1, 2, 4, 5, 5, 5, 2, 3, 5]",",사람너무많아 자리없을가능성 큼사이렌오더하고 기다리는데 알고보니 음료이미나옴ㅋ 오래기다림,일요일 오후 남직원 여직원 둘다 로봇인줄리저브 이용하는 모든 과정에서 불편한 마음이 드네요무뚝뚝한 태도하며,드립커피를 먼저 내려서 다 식지 않나현금영수증이랑 주차 문의하는데도 친절한 태도는 하나도 없네요주차시스템도 1시간짜리 종이 하나 주네요,사람이 좀있어서 기다렸지만 금방 자리 생겨요,직원분들 친절하고 청결합니다. 근데 진짜 정말 완전 시끄러워요ㅎ 건물 구조 문제인거 같은데 동굴마냥 소리가 울려요. 조용한곳 원하는 분들은 절대 피하세요,매번 웃으면서 음료 받아가요 ෆ･ᴗ･ෆ,여의도공원 점에서는 귀여운 하루를 보낼 수 있어요 •ㅅ•항상 귀여운 문구써주시는 직원분들 감사해용,아메리카노를 시켰더니 탄내나는 물을 준 듯. 너무 커피콩을 쎄게 볶았는지 다 태웠네요. 그나마 공간 넓고 쾌적해서 별 하나 더 줍니다,,굿","['음식점', '카페', '커피전문점', '스타벅스']","['37.526041370109056', '126.92829889484196']"
4119,22547048,스타벅스,55,1171058000,서울특별시,송파구,송파1동,174.0,음식점>카페>커피전문점>스타벅스,스타벅스,G,카페,N,N,음식점,카페,커피전문점,스타벅스,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""08:00 ~ 22:00"",""dayOfWeek"":""매일"",""timeEtc"":null}]}]","[2, 3, 5, 5, 5, 1, 5, 5, 1, 4, 5, 3]","마시쪙,,호수뷰가 아니더라도 넓어서 좋아요,,👍🖤,맛이 직원에 따라 너무 차이가 커요그리고 사람 안 붐비는 일요일 밤에 주로 가는데 저녁타임 때 불친절하고 성의없어요 맛도 없음 ㅡㅡ화장실냄새가 2층 좌석까지 나고 청소도 안되어있어서 먼지날리고 더러움,일반적인 스벅~,석촌호수 바라보며 마시는 음료 좋아용,벚꽃/나들이 시즌에 절대 방문 금지. 제일 간단한 아메리카노도 30분 기다려야 함,시간 보내기 좋아요 매장이 넓어서!,공간이 넓고 분위기가 너무 좋아요!,보통","['음식점', '카페', '커피전문점', '스타벅스']","['37.5108567548167', '127.11030660805635']"
4122,752042017,스타벅스,150,1111058000,서울특별시,종로구,교남동,174.0,음식점>카페>커피전문점>스타벅스,스타벅스,G,카페,N,N,음식점,카페,커피전문점,스타벅스,,[],"[5, 4, 4, 5, 5, 5, 2, 5, 3, 2, 5, 4, 2, 5, 1, 1]","깨끗함. 사람이 적은 시간대 없음,나쁘지 않아용 청결하고 좋아용ㅎ,스타벅스,,항상 친절하세요~! 특히 키 작고 목소리 큰 여자분! 친절하세옹! 샌드위치 하나 주문할때 꼭 마실 물 필요하냐고 물어봐주셔서 감사했어요~,로이?라는 직원 분이 넘 친절하고 핸섬하네요,,,, 삼삼한 제맘에 꽃이 피어날뻔,,,^^,,,스타벅스라 믿고 먹었네요,,,다 좋고 자주 오는데 아메리카노가 너무 탄맛/쓴맛이 강해요 이것 좀 개선해주실 수 있을까요?,파트너중 제인님 참 싹싹하고 친절함특히 여자 직원들이 참 잘 만들어줌,,점원이 불친절하고 케잌이... 상태가 안좋았어요,항상 친절하셔서 좋아요,우유 스팀온도 일정했음 좋겠어요... 뜨겁게 요청한것도 아닌데 너무 뜨거울때가 많아요!,시끌벅적한 분위기 매장에 있는 의자 책상.... 다 불편해요... 인터넷 엄청 끊겨요 항상 사람은 많은듯 스타벅스 이름 때면 절대 안갈듯?,직원분들 완전 친절해요,별 하나 주기도 아깝,,ㅋㅋㅋ전부다 직원들이 싸가지가 없음스타벅스 이미지 바닥을 만드는 곳 ^^^,여기 직원이 좀 문제가 전체적으로 많나요? 전 여자 직원이었는데 카카오쿠폰 쓴다고 무시하는건지 저 스벅 어플도 있거든요? 근데 정말 주문 싸가지없게 받고 금액이 남는지 부족한지 설명도 안함 걍 다 소진한듯ㅋㅋㅋㅋㅋ 내가 근처에 스벅 없어서 왔는데 여기 오면 이제 따른 까페 간다 내가","['음식점', '카페', '커피전문점', '스타벅스']","['37.57135098388506', '126.9615683448808']"
4124,26639935,스타벅스,148,1121586000,서울특별시,광진구,구의2동,174.0,음식점>카페>커피전문점>스타벅스,스타벅스,G,카페,N,N,음식점,카페,커피전문점,스타벅스,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""07:00 ~ 22:00"",""dayOfWeek"":""월,화,수,목,일"",""timeEtc"":null},{""timeName"":""영업시간"",""timeSE"":""07:00 ~ 23:00"",""dayOfWeek"":""금,토"",""timeEtc"":null}]}]","[5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5]","단연코 광진구 최고의 스타벅스맛이면 맛, 주차면 주차, DT면 DT완벽 그자체,,더이상 손님이 많아지지 았으면 좋겠지만 ㅜㅜ 사람들이 스벅에 기대하는 바를 갖춘 스벅,집 근처 유일한 디티점... 소중해,dt 매장이라 이용객도 많고직원분들 분주하네요^^,다른곳보다 친절했고 비교적 만족했고 이매장 방문 강력 추천함,크림 많이 올려주고 퀄리티 유지가 잘돼요,매장도 스타벅스 치고는 굉장히 한가한 편.무엇보다 주차시설이 협소하긴 하나 주차가 가능하다는게 너무 큰 장점이다.(물론 너무 주차대수가 적어 복불복인 건 안 비밀...),사무실 근처가 이용이 편해요,친절한 DT ^^,시설도 좋고 깨끗하고 무엇보다 직원분들이 친절하십니다 근처 왠만한 스벅 가봤는데 최고,구의역점보다 여기가 좋음,직원분들 정말 친절하시고 화장실도 늘 깨끗하고 매장은 먼지 하나 없습니다. 집앞이라 자주 가는데 한번도 지저분하다는 생각이 든적이 없어요. 항상 웃으며 주문 받아주시는데 매번 갈때마다 손님이 바글바글한데도 친절히 해주시니 대단하시다는 생각이 들기까지 하네요. 최고에요ㅎㅎ","['음식점', '카페', '커피전문점', '스타벅스']","['37.5505901554071', '127.089930758669']"
4127,964935317,스타벅스,169,1147060000,서울특별시,양천구,신월5동,174.0,음식점>카페>커피전문점>스타벅스,스타벅스,G,카페,N,N,음식점,카페,커피전문점,스타벅스,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""07:00 ~ 22:00"",""dayOfWeek"":""월~토"",""timeEtc"":null},{""timeName"":""영업시간"",""timeSE"":""07:00 ~ 21:30"",""dayOfWeek"":""일"",""timeEtc"":null}]}]","[5, 3, 5, 5, 5, 5, 5, 1, 5, 5, 4]",",다 좋은데 교통이 좀....,깔끔하고 1층은 조용해서 좋아요. dt인데 주차장이 없어서 아쉽지만 오히려 그래서 조용한거 같아요.,릴리 파트너님! 왜 이렇게 친절하세요?! 넘나 멋져요!!,dt라 피지오없는건 아쉽지만 스벅에서 제일 직원분들이 친절한거같아요,여기 직원분들 다 엄청 친절하심,와우 넘 조았떠ㅛ,쿠폰으로 아이스아메리카노 2잔, 아니스바닐라라떼 1잔 시켰는데 너무너무 맛이 없네요~ 샷 2개로 3잔 만든 느낌입니다~,설을 이틀 앞둔 오늘 DT로 방문했는데 파트너 분이 너무나 친절하게 새해 인사를 해 주셔서 저도 모르게 복돈을 드릴 뻔 했습니다.,갈 때마다 직원들이 항상 친절하심,","['음식점', '카페', '커피전문점', '스타벅스']","['37.5382766629732', '126.82709273313']"
4128,382182207,스타벅스,5,1168056500,서울특별시,강남구,청담동,174.0,음식점>카페>커피전문점>스타벅스,스타벅스,G,카페,N,N,음식점,카페,커피전문점,스타벅스,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""08:00 ~ 20:00"",""dayOfWeek"":""매일"",""timeEtc"":null}]}]","[5, 5, 4, 5, 5, 4, 5, 5, 5, 5, 5]","굿 👍🏻,리저브매장이라 분위기 좋고 매장도 넓고 쾌적합니다.,,직원분들 다 친절하고 좋아요.,청담동 이곳 주변에서 가격대비  분위기도 괜찮고 친절한 곳이 아닌가  싶네요.,여기만 파는 시금치케이크 맛있음,평일 오전에가면 손님도 없구 매장도 넓어서 아주 좋아요!,,정말 친절하세요… 한정메뉴 가격이너무 비싸긴 해요,스벅 1000호점 넖고 쾌적함,3층이라 공간이 널찍하여 쾌적하다깔끔하고 테라스도 있다직원들도 친절하고 여기서만 판매하는 케익류등이 있어 맛있다","['음식점', '카페', '커피전문점', '스타벅스']","['37.523735555011335', '127.046872393057']"
4129,26571462,스타벅스,70,1141061500,서울특별시,서대문구,연희동,174.0,음식점>카페>커피전문점>스타벅스,스타벅스,G,카페,N,N,음식점,카페,커피전문점,스타벅스,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""07:00 ~ 22:00"",""dayOfWeek"":""매일"",""timeEtc"":null}]}]","[5, 5, 5, 5, 5, 1, 5, 5, 5, 1]","드라이브쓰루 차 통행 관리하시는 할아버님들 앉아서 하실 수 있게 의자 제공하면 안되나요? 더운 여름 너무 힘드실 것 같아요,직원분들 항상 친절하시고 분위기도 한적해서 좋아요,,스타벅스 직원들은 항상 친절합니다.,스벅은 직원들이 항상 친절합니다!,걍 알바들 놀이터임. 욕 써가며 떠들어대는데 x친, x나, 개새x 등 무슨 중학교 교실인 줄; 고객 대응도 개념 없네요. 동네 시장도 여기보단 서비스가 낫다. 바리스타 로봇이 가장 먼저 도입되어야 할 곳.,정말 친절하고 깨끗해요. 제가가는 아침시간에는 여우롭고 한가해서 참 좋습니다.가장 좋아하는 지점이에요♡,평일 11시쯤에 갔는데 사람도 별로 없고 깔끔해서 좋았음. 직원들도 친절하심.,Genie is such a lovely, accommodating worker! She even speaks to me in English when she serves me which is going above and beyond her job. Thank you Genie~~,직원들 엄청 불친절해요. 프리퀀시 따서 차 갖고 갔는데 주차할곳 없어 매우 곤란해하고 있는 상황에 정작 도와주진 않고 안오면 패널티나 준다 그러고. 진심 그렇게 불쾌한적이 없네요. 그럴꺼면 왜 스벅에서 일하는지..","['음식점', '카페', '커피전문점', '스타벅스']","['37.5701683129101', '126.933848477923']"
4131,7962110,스타벅스,179,1120055000,서울특별시,성동구,사근동,174.0,음식점>카페>커피전문점>스타벅스,스타벅스,G,카페,N,N,음식점,카페,커피전문점,스타벅스,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""07:00 ~ 21:00"",""dayOfWeek"":""월,수,목,금"",""timeEtc"":null},{""timeName"":""영업시간"",""timeSE"":""07:30 ~ 21:00"",""dayOfWeek"":""화,토,일"",""timeEtc"":null}]}]","[1, 1, 4, 5, 3, 5, 5, 5, 4, 4, 5, 5, 5, 5, 4, 4]","2023.07.03 오후 18시18분 여자알바 凸凸凸凸,2층 너무 덥고 사람 많아요 자리도 별로입니다,한양대학교 정문 바로 아래 위치하고 있어서 한양대뷰가 있는 스타벅스입니다,목소리가 핑핑이 같으신 분 친절해요,와이파이가 자주 끊겨,,2층에서 음료를 받자마자 절반 넘게 책상과 옷에 쏟았습니다. 1층으로 내려가서 닦을 것 좀 받을 수 있는 지 여쭤봤는데 2층까지 올라오셔서 옷에 묻은 거 행주로 닦아주시고 바닥도 닦아주셨습니다 ㅠㅠ 진짜 정말 진상이 따로 없었는데 너무나도 친절하고 따스하게 대처해주셔서 정말 감사했습니다.. 음료도 다시 만들어주시고 너무나 과분한 대우를 받았네요 감사합니다…,항상 친절해요 2층에 자리 넉넉해서 좋습니다에어컨 완전 빵빵해서 오래 있으면 추울 정도.. 그치만 안트는것보단 나아요,친절하시고 커피 너무 맛있는데자리가 너무 따닥따닥 붙어있음..ㅠ,커피 한방울도 흘리지 않게 포장을 정말 꼼꼼하게 잘 해주신다!,항상 친절하세요:)이층이 시끄러워서 공부하기엔 적합하지 않은듯ㅠ,알바분들 친절하시고 매장 깨끗합니다,아메리카노 유독 맛있음!!! 원두를 신선한걸쓰시는건지 스벅마다 맛이다를수도있다는걸 첨 알았어요! 대박!,메뉴고르는게 서툴러서 오래걸렸는데 메뉴설명도해주시고 친절하셨어요,직원 분 정말 친절하시고 매장도 좋아요!근데 마감이 8시라는 점이 너무 아쉬웠어요ㅠㅠ,영업시간이 아쉬워요 ㅠㅠ주말에 가끔 빵 종류가 다떨어져서 아쉬웠어요직원들은 정말 친절하고 매장 상태도 좋습니다♥️","['음식점', '카페', '커피전문점', '스타벅스']","['37.5572013754304', '127.042137691677']"
4133,1315931257,스타벅스,30,1165054000,서울특별시,서초구,잠원동,174.0,음식점>카페>커피전문점>스타벅스,스타벅스,G,카페,N,N,음식점,카페,커피전문점,스타벅스,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""08:00 ~ 23:00"",""dayOfWeek"":""월,수,목,금"",""timeEtc"":null},{""timeName"":""영업시간"",""timeSE"":""07:30 ~ 21:00"",""dayOfWeek"":""화,일"",""timeEtc"":null},{""timeName"":""영업시간"",""timeSE"":""07:30 ~ 23:00"",""dayOfWeek"":""토"",""timeEtc"":null}]}]","[5, 5, 5, 3, 1, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5]","커피 한 잔과 함께 한강을 코앞에서 만끽할 수 있어요. 이원화된 공간으로 대부분의 좌석에서 한강뷰를 즐길 수 있어 좋습니다.,분위기도 좋고 시원하고 직원분도 너~무 유쾌하고 친절하시고 주차도 되는데 (물론 주차요금은 내야함) 문제는 대기가 너무 길어요.. ㅋㅋㅋㅋㅋ75번째 메뉴로 준비중이어서 결국 취소했어요ㅠㅠ,친절함,사람너무많음,오늘은 토요일 아침한강변 스타벅스점..사람도 많고 주문끝..많은 사람들이 줄서서기다린다.주문대옆에서  언제 나오나하고.뮈~~이런데가 있지.주문하면 led벨을 주던지..전광판번호를 나타내던지 ..한참을 많은 사람들이 주문매장 앞에 기다리기..뭔~~이런횡포...좀 고치시오..다국적기업.너무 불편하다.일하는 사람도 나올때마다소리지르면서  왜치고...너무 힘들어 보이고주문하고도 마~~냥 줄서서 기다리고.뭔~~짓인지..,가끔 전시도 있어서 좋아요~ 물속에 있어서 그런지 오래 있있음 멀미나요,,2층 안열어요,부드러운 생크림 롤케이크 너무 맛있다 양도 많고크림도 부드럽고 전망이 좋아요한강을 이렇게 가까이 볼수있는 데는 드물을등,자리도 많고 최고!,한번씩은 가 봐야 하는 곳,지금까지 가본 스벅 중 최고!!,팔당점과 투톱데이트필수코스,서울 최고의 스타벅스,직원분도 괜찮고 분위기 좋아서 맘에 듭니다!맛이야 평범한 스벅이고요","['음식점', '카페', '커피전문점', '스타벅스']","['37.51622596162784', '127.0207677490634']"
4134,2029288865,스타벅스,115,1156054000,서울특별시,영등포구,여의동,174.0,음식점>카페>커피전문점>스타벅스,스타벅스,G,카페,N,N,음식점,카페,커피전문점,스타벅스,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""07:00 ~ 21:00"",""dayOfWeek"":""월,수,목,금"",""timeEtc"":null},{""timeName"":""영업시간"",""timeSE"":""08:00 ~ 20:00"",""dayOfWeek"":""화,토"",""timeEtc"":null},{""timeName"":""영업시간"",""timeSE"":""09:00 ~ 20:00"",""dayOfWeek"":""일"",""timeEtc"":null}]}]","[5, 5, 4, 5, 4, 5, 1, 1, 2, 5, 5, 4]",",직원분이 너무 친절하셨어요,주간에 상대적으로 조명이 어두운 것 빼고, 친절함과 청결함은   좋았음.,좀 마신 상태라 양이 적어보이지만 신메뉴 아이스 슈크림 라떼 맛있어요! 비주얼도 예쁘구ㅎ 직원분들 친절하셔서 기분 좋았어요 매장도 엄청 넓어요,친절하고 커피 맛나고,아침 8시에 갔는데 직원분들 친절했음,지금까지 갔던 스타벅스 중 이렇게 불친절한건 처음,직원들이 돌아가면서 불친절 대처능력불쾌 스벅에서 이렇게 불쾌하기도 쉽지않음 3년동안그래옴 ....밑에 별5개들은 파트너들인가? 하하|~건물이새거고위치만좋지...올때마다 후회하는곳 아..다른데갈걸 아니 다른 스벅점갈걸....,어르신이 주문할때 친절하게 하길옆에서 보는 내가 민망하다.다시 안 올거임.날카로운 주문받는 직원 교육 필요하다.,공간도 쾌적하고 좋아요,친절하고 좋음공간도 괜찮은 편,","['음식점', '카페', '커피전문점', '스타벅스']","['37.526041370109056', '126.92829889484196']"
4136,465235237,스타벅스,15,1156055000,서울특별시,영등포구,당산1동,174.0,음식점>카페>커피전문점>스타벅스,스타벅스,G,카페,N,N,음식점,카페,커피전문점,스타벅스,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""07:00 ~ 22:00"",""dayOfWeek"":""매일"",""timeEtc"":null}]}]","[4, 4, 2, 5, 1, 3, 1, 4, 5, 5, 5, 5, 5]","직원분이 넘 친절하시네요~근데 카페안이 사람이 많아 넘 씨끄러워서 서로 말하는 소리도 잘안들려요 ㅠ,좋아요 맘에 들어요~~,인간이 너무 많아서인지, 주문하는데 점원 소리도 잘 들리지 않고, 왜이렇게 떠들어대는지 시장판 돗때기 시장느낌;;~ 거기다 인간들이 의자를 지맘대로 여기 옮기고 저기 옮기고 해서 매우 어지럽고 무질서한 느낌 한스푼 추가;;~스타벅스가 원래 조용하고 격조있는 컨아아니였나??,,봄 딸기 라떼  싱겁지도 않구 딱좋은데   딸기 무른맛이 남....  딸기상태만 좋으면 괜찮을거 같은데  계속 이대로면  이번이 처음이자 마지막  시켜먹는 것일듯....작성  완료하고  다시  주스먹어보고 빡쳐서  별 하나  줌사실 별 하나도 아까움   내돈아까워서  참고 먹음,딸기라떼 많이 싱거워요,최악의 와이파이...그냥 인터넷 안된다고 생각하면 됩니다사람이 그렇게 많지도 않은데 엄청나게 끊깁니다1분에 한번꼴로 끊기는 듯. 의자도 등받이가 다 낮아서 은근 불편합니다..작업하거나 인터넷 쓸 분은 피하시는게 좋을듯...,친절한서버음료도 맛남,사람들이 너무 많아서 자리 찾기가 힘들지만 콘센트 꼽는 곳도 많고,무엇보다 화장실이 쾌적하네요!,장마비가 오는 오늘 이렇게 귀여운 곰돌이가 나에게 왔네요~^^*이런 센스쟁이~ㅎ,어제 핸드폰이 갑자기 꺼져선? 당황했는데요? 충전할 곳이 없고. 약속장소엔 사람들이 기다리고 있고. 초행길이라? 확인이 필요했는데요? 직원분께서 본인의 핸드폰을 통해? 길을 알려주셔서? 차질없이 미팅을 가질 수 있었습니다. 정말 감사합니다. 일을 마치고? 인사를 드리러 갔는데요? 안 계셔서? 음료수만 먹고 왔습니다.,주말에 거리가 한산해도 여기는 북적북적해요 시간보내기 좋아요,스벅조아 스벅조아~~ 직원분들 넘 친절하신듯","['음식점', '카페', '커피전문점', '스타벅스']","['37.5277473760383', '126.89612267411299']"
4138,474419088,스타벅스,1,1132067000,서울특별시,도봉구,쌍문2동,174.0,음식점>카페>커피전문점>스타벅스,스타벅스,G,카페,N,N,음식점,카페,커피전문점,스타벅스,,"[{""periodName"":""영업기간"",""periodEtc"":null,""timeList"":[{""timeName"":""영업시간"",""timeSE"":""07:00 ~ 22:00"",""dayOfWeek"":""매일"",""timeEtc"":null}]}]","[5, 5, 5, 1, 5]","직원분 넘 친절- 👍🏻,넓은매장도 맘에들고 실수로 커피를 쏟았는데 새커피로 교환도해주셔서 감사했어요~~,,5월 27일 오전 9시에 주문받은 닉네임 PL 어쩌고 님덕분에 아침부터 커피 사면서 기분 망쳤습니다.,직원분들 한 분 한 분 모두다 친절해서 기분 좋게 구매하고 왔어요 ^^","['음식점', '카페', '커피전문점', '스타벅스']","['37.6611802326364', '127.041629725755']"
